algorithm,correct,minrun,insertion_ratio,extended_run_count,weighted_merge_workload,merge_comparisons,adjusted_run_count,adjusted_normalized_run_count,adjusted_avg_run_length,adjusted_run_cv,adjusted_max_run_ratio,adjusted_max_to_avg_ratio,adjusted_run_entropy,adjusted_run_entropy_bound_nH,n,data_type,trial,natural_run_count,natural_normalized_run_count,natural_avg_run_length,natural_run_cv,natural_max_run_ratio,natural_max_to_avg_ratio,natural_run_entropy,natural_run_entropy_bound_nH
powersort_style_without_minrun,True,0,0.0,0,2368,1428,101,0.101,9.900990099009901,7.98,0.8,80.8,2.050699332842309,2050.699332842309,1000,one_huge_tail_raw_runs,1,101,0.101,9.900990099009901,7.98,0.8,80.8,2.050699332842309,2050.699332842309
timsort_style_with_minrun,True,63,0.252,4,1504,1054,5,0.005,200.0,1.37,0.748,3.74,1.318432687944156,1318.432687944156,1000,one_huge_tail_raw_runs,2,101,0.101,9.900990099009901,7.98,0.8,80.8,2.050699332842309,2050.699332842309
powersort_style_with_minrun,True,63,0.252,4,1504,1054,5,0.005,200.0,1.37,0.748,3.74,1.318432687944156,1318.432687944156,1000,one_huge_tail_raw_runs,2,101,0.101,9.900990099009901,7.98,0.8,80.8,2.050699332842309,2050.699332842309
timsort_style_without_minrun,True,0,0.0,0,2376,1432,101,0.101,9.900990099009901,7.98,0.8,80.8,2.050699332842309,2050.699332842309,1000,one_huge_tail_raw_runs,2,101,0.101,9.900990099009901,7.98,0.8,80.8,2.050699332842309,2050.699332842309
powersort_style_without_minrun,True,0,0.0,0,2368,1428,101,0.101,9.900990099009901,7.98,0.8,80.8,2.050699332842309,2050.699332842309,1000,one_huge_tail_raw_runs,2,101,0.101,9.900990099009901,7.98,0.8,80.8,2.050699332842309,2050.699332842309
timsort_style_with_minrun,True,63,0.252,4,1504,1054,5,0.005,200.0,1.37,0.748,3.74,1.318432687944156,1318.432687944156,1000,one_huge_tail_raw_runs,3,101,0.101,9.900990099009901,7.98,0.8,80.8,2.050699332842309,2050.699332842309
powersort_style_with_minrun,True,63,0.252,4,1504,1054,5,0.005,200.0,1.37,0.748,3.74,1.318432687944156,1318.432687944156,1000,one_huge_tail_raw_runs,3,101,0.101,9.900990099009901,7.98,0.8,80.8,2.050699332842309,2050.699332842309
timsort_style_without_minrun,True,0,0.0,0,2376,1432,101,0.101,9.900990099009901,7.98,0.8,80.8,2.050699332842309,2050.699332842309,1000,one_huge_tail_raw_runs,3,101,0.101,9.900990099009901,7.98,0.8,80.8,2.050699332842309,2050.699332842309
powersort_style_without_minrun,True,0,0.0,0,2368,1428,101,0.101,9.900990099009901,7.98,0.8,80.8,2.050699332842309,2050.699332842309,1000,one_huge_tail_raw_runs,3,101,0.101,9.900990099009901,7.98,0.8,80.8,2.050699332842309,2050.699332842309
timsort_style_with_minrun,True,63,0.252,4,1504,1054,5,0.005,200.0,1.37,0.748,3.74,1.318432687944156,1318.432687944156,1000,one_huge_tail_raw_runs,4,101,0.101,9.900990099009901,7.98,0.8,80.8,2.050699332842309,2050.699332842309
powersort_style_with_minrun,True,63,0.252,4,1504,1054,5,0.005,200.0,1.37,0.748,3.74,1.318432687944156,1318.432687944156,1000,one_huge_tail_raw_runs,4,101,0.101,9.900990099009901,7.98,0.8,80.8,2.050699332842309,2050.699332842309
timsort_style_without_minrun,True,0,0.0,0,2376,1432,101,0.101,9.900990099009901,7.98,0.8,80.8,2.050699332842309,2050.699332842309,1000,one_huge_tail_raw_runs,4,101,0.101,9.900990099009901,7.98,0.8,80.8,2.050699332842309,2050.699332842309
powersort_style_without_minrun,True,0,0.0,0,2368,1428,101,0.101,9.900990099009901,7.98,0.8,80.8,2.050699332842309,2050.699332842309,1000,one_huge_tail_raw_runs,4,101,0.101,9.900990099009901,7.98,0.8,80.8,2.050699332842309,2050.699332842309
timsort_style_with_minrun,True,63,0.0,0,1819,1000,6,0.006,166.66666666666666,1.3908342820048694,0.685,4.11,1.6302683869338095,1630.2683869338096,1000,one_huge_tail_minrun_aware,0,6,0.006,166.66666666666666,1.3908342820048694,0.685,4.11,1.6302683869338095,1630.2683869338096
powersort_style_with_minrun,True,63,0.0,0,1819,1000,6,0.006,166.66666666666666,1.3908342820048694,0.685,4.11,1.6302683869338095,1630.2683869338096,1000,one_huge_tail_minrun_aware,0,6,0.006,166.66666666666666,1.3908342820048694,0.685,4.11,1.6302683869338095,1630.2683869338096
timsort_style_without_minrun,True,0,0.0,0,1819,1000,6,0.006,166.66666666666666,1.3908342820048694,0.685,4.11,1.6302683869338095,1630.2683869338096,1000,one_huge_tail_minrun_aware,0,6,0.006,166.66666666666666,1.3908342820048694,0.685,4.11,1.6302683869338095,1630.2683869338096
powersort_style_without_minrun,True,0,0.0,0,1819,1000,6,0.006,166.66666666666666,1.3908342820048694,0.685,4.11,1.6302683869338095,1630.2683869338096,1000,one_huge_tail_minrun_aware,0,6,0.006,166.66666666666666,1.3908342820048694,0.685,4.11,1.6302683869338095,1630.2683869338096
timsort_style_with_minrun,True,63,0.0,0,1819,1000,6,0.006,166.66666666666666,1.3908342820048694,0.685,4.11,1.6302683869338095,1630.2683869338096,1000,one_huge_tail_minrun_aware,1,6,0.006,166.66666666666666,1.3908342820048694,0.685,4.11,1.6302683869338095,1630.2683869338096
powersort_style_with_minrun,True,63,0.0,0,1819,1000,6,0.006,166.66666666666666,1.3908342820048694,0.685,4.11,1.6302683869338095,1630.2683869338096,1000,one_huge_tail_minrun_aware,1,6,0.006,166.66666666666666,1.3908342820048694,0.685,4.11,1.6302683869338095,1630.2683869338096
timsort_style_without_minrun,True,0,0.0,0,1819,1000,6,0.006,166.66666666666666,1.3908342820048694,0.685,4.11,1.6302683869338095,1630.2683869338096,1000,one_huge_tail_minrun_aware,1,6,0.006,166.66666666666666,1.3908342820048694,0.685,4.11,1.6302683869338095,1630.2683869338096
powersort_style_without_minrun,True,0,0.0,0,1819,1000,6,0.006,166.66666666666666,1.3908342820048694,0.685,4.11,1.6302683869338095,1630.2683869338096,1000,one_huge_tail_minrun_aware,1,6,0.006,166.66666666666666,1.3908342820048694,0.685,4.11,1.6302683869338095,1630.2683869338096
timsort_style_with_minrun,True,63,0.0,0,1819,1000,6,0.006,166.66666666666666,1.3908342820048694,0.685,4.11,1.6302683869338095,1630.2683869338096,1000,one_huge_tail_minrun_aware,2,6,0.006,166.66666666666666,1.3908342820048694,0.685,4.11,1.6302683869338095,1630.2683869338096
powersort_style_with_minrun,True,63,0.0,0,1819,1000,6,0.006,166.66666666666666,1.3908342820048694,0.685,4.11,1.6302683869338095,1630.2683869338096,1000,one_huge_tail_minrun_aware,2,6,0.006,166.66666666666666,1.3908342820048694,0.685,4.11,1.6302683869338095,1630.2683869338096
timsort_style_without_minrun,True,0,0.0,0,1819,1000,6,0.006,166.66666666666666,1.3908342820048694,0.685,4.11,1.6302683869338095,1630.2683869338096,1000,one_huge_tail_minrun_aware,2,6,0.006,166.66666666666666,1.3908342820048694,0.685,4.11,1.6302683869338095,1630.2683869338096
powersort_style_without_minrun,True,0,0.0,0,1819,1000,6,0.006,166.66666666666666,1.3908342820048694,0.685,4.11,1.6302683869338095,1630.2683869338096,1000,one_huge_tail_minrun_aware,2,6,0.006,166.66666666666666,1.3908342820048694,0.685,4.11,1.6302683869338095,1630.2683869338096
timsort_style_with_minrun,True,63,0.0,0,1819,1000,6,0.006,166.66666666666666,1.3908342820048694,0.685,4.11,1.6302683869338095,1630.2683869338096,1000,one_huge_tail_minrun_aware,3,6,0.006,166.66666666666666,1.3908342820048694,0.685,4.11,1.6302683869338095,1630.2683869338096
powersort_style_with_minrun,True,63,0.0,0,1819,1000,6,0.006,166.66666666666666,1.3908342820048694,0.685,4.11,1.6302683869338095,1630.2683869338096,1000,one_huge_tail_minrun_aware,3,6,0.006,166.66666666666666,1.3908342820048694,0.685,4.11,1.6302683869338095,1630.2683869338096
timsort_style_without_minrun,True,0,0.0,0,1819,1000,6,0.006,166.66666666666666,1.3908342820048694,0.685,4.11,1.6302683869338095,1630.2683869338096,1000,one_huge_tail_minrun_aware,3,6,0.006,166.66666666666666,1.3908342820048694,0.685,4.11,1.6302683869338095,1630.2683869338096
powersort_style_without_minrun,True,0,0.0,0,1819,1000,6,0.006,166.66666666666666,1.3908342820048694,0.685,4.11,1.6302683869338095,1630.2683869338096,1000,one_huge_tail_minrun_aware,3,6,0.006,166.66666666666666,1.3908342820048694,0.685,4.11,1.6302683869338095,1630.2683869338096
timsort_style_with_minrun,True,63,0.0,0,1819,1000,6,0.006,166.66666666666666,1.3908342820048694,0.685,4.11,1.6302683869338095,1630.2683869338096,1000,one_huge_tail_minrun_aware,4,6,0.006,166.66666666666666,1.3908342820048694,0.685,4.11,1.6302683869338095,1630.2683869338096
powersort_style_with_minrun,True,63,0.0,0,1819,1000,6,0.006,166.66666666666666,1.3908342820048694,0.685,4.11,1.6302683869338095,1630.2683869338096,1000,one_huge_tail_minrun_aware,4,6,0.006,166.66666666666666,1.3908342820048694,0.685,4.11,1.6302683869338095,1630.2683869338096
timsort_style_without_minrun,True,0,0.0,0,1819,1000,6,0.006,166.66666666666666,1.3908342820048694,0.685,4.11,1.6302683869338095,1630.2683869338096,1000,one_huge_tail_minrun_aware,4,6,0.006,166.66666666666666,1.3908342820048694,0.685,4.11,1.6302683869338095,1630.2683869338096
powersort_style_without_minrun,True,0,0.0,0,1819,1000,6,0.006,166.66666666666666,1.3908342820048694,0.685,4.11,1.6302683869338095,1630.2683869338096,1000,one_huge_tail_minrun_aware,4,6,0.006,166.66666666666666,1.3908342820048694,0.685,4.11,1.6302683869338095,1630.2683869338096
timsort_style_with_minrun,True,63,0.559,9,4000,1992,16,0.016,62.5,0.030983866769659335,0.063,1.008,3.9992799727108106,3999.2799727108104,1000,near_minrun_boundary,0,16,0.016,62.5,0.030983866769659335,0.064,1.024,3.9992910390749707,3999.2910390749707
powersort_style_with_minrun,True,63,0.559,9,4000,1992,16,0.016,62.5,0.030983866769659335,0.063,1.008,3.9992799727108106,3999.2799727108104,1000,near_minrun_boundary,0,16,0.016,62.5,0.030983866769659335,0.064,1.024,3.9992910390749707,3999.2910390749707
timsort_style_without_minrun,True,0,0.0,0,4000,1992,16,0.016,62.5,0.030983866769659335,0.064,1.024,3.9992910390749707,3999.2910390749707,1000,near_minrun_boundary,0,16,0.016,62.5,0.030983866769659335,0.064,1.024,3.9992910390749707,3999.2910390749707
powersort_style_without_minrun,True,0,0.0,0,4000,1992,16,0.016,62.5,0.030983866769659335,0.064,1.024,3.9992910390749707,3999.2910390749707,1000,near_minrun_boundary,0,16,0.016,62.5,0.030983866769659335,0.064,1.024,3.9992910390749707,3999.2910390749707
timsort_style_with_minrun,True,63,0.559,9,4000,1992,16,0.016,62.5,0.030983866769659335,0.063,1.008,3.9992799727108106,3999.2799727108104,1000,near_minrun_boundary,1,16,0.016,62.5,0.030983866769659335,0.064,1.024,3.9992910390749707,3999.2910390749707
powersort_style_with_minrun,True,63,0.559,9,4000,1992,16,0.016,62.5,0.030983866769659335,0.063,1.008,3.9992799727108106,3999.2799727108104,1000,near_minrun_boundary,1,16,0.016,62.5,0.030983866769659335,0.064,1.024,3.9992910390749707,3999.2910390749707
timsort_style_without_minrun,True,0,0.0,0,4000,1992,16,0.016,62.5,0.030983866769659335,0.064,1.024,3.9992910390749707,3999.2910390749707,1000,near_minrun_boundary,1,16,0.016,62.5,0.030983866769659335,0.064,1.024,3.9992910390749707,3999.2910390749707
powersort_style_without_minrun,True,0,0.0,0,4000,1992,16,0.016,62.5,0.030983866769659335,0.064,1.024,3.9992910390749707,3999.2910390749707,1000,near_minrun_boundary,1,16,0.016,62.5,0.030983866769659335,0.064,1.024,3.9992910390749707,3999.2910390749707
timsort_style_with_minrun,True,63,0.559,9,4000,1992,16,0.016,62.5,0.030983866769659335,0.063,1.008,3.9992799727108106,3999.2799727108104,1000,near_minrun_boundary,2,16,0.016,62.5,0.030983866769659335,0.064,1.024,3.9992910390749707,3999.2910390749707
powersort_style_with_minrun,True,63,0.559,9,4000,1992,16,0.016,62.5,0.030983866769659335,0.063,1.008,3.9992799727108106,3999.2799727108104,1000,near_minrun_boundary,2,16,0.016,62.5,0.030983866769659335,0.064,1.024,3.9992910390749707,3999.2910390749707
timsort_style_without_minrun,True,0,0.0,0,4000,1992,16,0.016,62.5,0.030983866769659335,0.064,1.024,3.9992910390749707,3999.2910390749707,1000,near_minrun_boundary,2,16,0.016,62.5,0.030983866769659335,0.064,1.024,3.9992910390749707,3999.2910390749707
powersort_style_without_minrun,True,0,0.0,0,4000,1992,16,0.016,62.5,0.030983866769659335,0.064,1.024,3.9992910390749707,3999.2910390749707,1000,near_minrun_boundary,2,16,0.016,62.5,0.030983866769659335,0.064,1.024,3.9992910390749707,3999.2910390749707
timsort_style_with_minrun,True,63,0.559,9,4000,1992,16,0.016,62.5,0.030983866769659335,0.063,1.008,3.9992799727108106,3999.2799727108104,1000,near_minrun_boundary,3,16,0.016,62.5,0.030983866769659335,0.064,1.024,3.9992910390749707,3999.2910390749707
powersort_style_with_minrun,True,63,0.559,9,4000,1992,16,0.016,62.5,0.030983866769659335,0.063,1.008,3.9992799727108106,3999.2799727108104,1000,near_minrun_boundary,3,16,0.016,62.5,0.030983866769659335,0.064,1.024,3.9992910390749707,3999.2910390749707
timsort_style_without_minrun,True,0,0.0,0,4000,1992,16,0.016,62.5,0.030983866769659335,0.064,1.024,3.9992910390749707,3999.2910390749707,1000,near_minrun_boundary,3,16,0.016,62.5,0.030983866769659335,0.064,1.024,3.9992910390749707,3999.2910390749707
powersort_style_without_minrun,True,0,0.0,0,4000,1992,16,0.016,62.5,0.030983866769659335,0.064,1.024,3.9992910390749707,3999.2910390749707,1000,near_minrun_boundary,3,16,0.016,62.5,0.030983866769659335,0.064,1.024,3.9992910390749707,3999.2910390749707
timsort_style_with_minrun,True,63,0.559,9,4000,1992,16,0.016,62.5,0.030983866769659335,0.063,1.008,3.9992799727108106,3999.2799727108104,1000,near_minrun_boundary,4,16,0.016,62.5,0.030983866769659335,0.064,1.024,3.9992910390749707,3999.2910390749707
powersort_style_with_minrun,True,63,0.559,9,4000,1992,16,0.016,62.5,0.030983866769659335,0.063,1.008,3.9992799727108106,3999.2799727108104,1000,near_minrun_boundary,4,16,0.016,62.5,0.030983866769659335,0.064,1.024,3.9992910390749707,3999.2910390749707
timsort_style_without_minrun,True,0,0.0,0,4000,1992,16,0.016,62.5,0.030983866769659335,0.064,1.024,3.9992910390749707,3999.2910390749707,1000,near_minrun_boundary,4,16,0.016,62.5,0.030983866769659335,0.064,1.024,3.9992910390749707,3999.2910390749707
powersort_style_without_minrun,True,0,0.0,0,4000,1992,16,0.016,62.5,0.030983866769659335,0.064,1.024,3.9992910390749707,3999.2910390749707,1000,near_minrun_boundary,4,16,0.016,62.5,0.030983866769659335,0.064,1.024,3.9992910390749707,3999.2910390749707
timsort_style_with_minrun,True,40,1.0,125,34920,34683,125,0.025,40.0,0.0,0.008,1.0,6.965784284662096,34828.92142331048,5000,random,0,2063,0.4126,2.423654871546292,0.2903666647533769,0.0014,2.8882,10.956926278753947,54784.631393769734
powersort_style_with_minrun,True,40,1.0,125,34880,34646,125,0.025,40.0,0.0,0.008,1.0,6.965784284662096,34828.92142331048,5000,random,0,2063,0.4126,2.423654871546292,0.2903666647533769,0.0014,2.8882,10.956926278753947,54784.631393769734
timsort_style_without_minrun,True,0,0.0,0,58191,54755,2063,0.4126,2.423654871546292,0.2903666647533769,0.0014,2.8882,10.956926278753947,54784.631393769734,5000,random,0,2063,0.4126,2.423654871546292,0.2903666647533769,0.0014,2.8882,10.956926278753947,54784.631393769734
powersort_style_without_minrun,True,0,0.0,0,55144,51878,2063,0.4126,2.423654871546292,0.2903666647533769,0.0014,2.8882,10.956926278753947,54784.631393769734,5000,random,0,2063,0.4126,2.423654871546292,0.2903666647533769,0.0014,2.8882,10.956926278753947,54784.631393769734
timsort_style_with_minrun,True,40,1.0,125,34920,34672,125,0.025,40.0,0.0,0.008,1.0,6.965784284662096,34828.92142331048,5000,random,1,2067,0.4134,2.4189646831156266,0.2786595054901232,0.0012,2.4804,10.963215796234103,54816.07898117051
powersort_style_with_minrun,True,40,1.0,125,34880,34639,125,0.025,40.0,0.0,0.008,1.0,6.965784284662096,34828.92142331048,5000,random,1,2067,0.4134,2.4189646831156266,0.2786595054901232,0.0012,2.4804,10.963215796234103,54816.07898117051
timsort_style_without_minrun,True,0,0.0,0,59157,55683,2067,0.4134,2.4189646831156266,0.2786595054901232,0.0012,2.4804,10.963215796234103,54816.07898117051,5000,random,1,2067,0.4134,2.4189646831156266,0.2786595054901232,0.0012,2.4804,10.963215796234103,54816.07898117051
powersort_style_without_minrun,True,0,0.0,0,55156,51970,2067,0.4134,2.4189646831156266,0.2786595054901232,0.0012,2.4804,10.963215796234103,54816.07898117051,5000,random,1,2067,0.4134,2.4189646831156266,0.2786595054901232,0.0012,2.4804,10.963215796234103,54816.07898117051
timsort_style_with_minrun,True,40,1.0,125,34920,34686,125,0.025,40.0,0.0,0.008,1.0,6.965784284662096,34828.92142331048,5000,random,2,2048,0.4096,2.44140625,0.29509049459445486,0.0014,2.8672,10.944567609232296,54722.83804616148
powersort_style_with_minrun,True,40,1.0,125,34880,34659,125,0.025,40.0,0.0,0.008,1.0,6.965784284662096,34828.92142331048,5000,random,2,2048,0.4096,2.44140625,0.29509049459445486,0.0014,2.8672,10.944567609232296,54722.83804616148
timsort_style_without_minrun,True,0,0.0,0,59930,56003,2048,0.4096,2.44140625,0.29509049459445486,0.0014,2.8672,10.944567609232296,54722.83804616148,5000,random,2,2048,0.4096,2.44140625,0.29509049459445486,0.0014,2.8672,10.944567609232296,54722.83804616148
powersort_style_without_minrun,True,0,0.0,0,55081,51807,2048,0.4096,2.44140625,0.29509049459445486,0.0014,2.8672,10.944567609232296,54722.83804616148,5000,random,2,2048,0.4096,2.44140625,0.29509049459445486,0.0014,2.8672,10.944567609232296,54722.83804616148
timsort_style_with_minrun,True,40,1.0,125,34920,34673,125,0.025,40.0,0.0,0.008,1.0,6.965784284662096,34828.92142331048,5000,random,3,2069,0.4138,2.416626389560174,0.2817018281800812,0.0012,2.4828,10.963729481240168,54818.64740620084
powersort_style_with_minrun,True,40,1.0,125,34880,34624,125,0.025,40.0,0.0,0.008,1.0,6.965784284662096,34828.92142331048,5000,random,3,2069,0.4138,2.416626389560174,0.2817018281800812,0.0012,2.4828,10.963729481240168,54818.64740620084
timsort_style_without_minrun,True,0,0.0,0,61542,57757,2069,0.4138,2.416626389560174,0.2817018281800812,0.0012,2.4828,10.963729481240168,54818.64740620084,5000,random,3,2069,0.4138,2.416626389560174,0.2817018281800812,0.0012,2.4828,10.963729481240168,54818.64740620084
powersort_style_without_minrun,True,0,0.0,0,55159,51823,2069,0.4138,2.416626389560174,0.2817018281800812,0.0012,2.4828,10.963729481240168,54818.64740620084,5000,random,3,2069,0.4138,2.416626389560174,0.2817018281800812,0.0012,2.4828,10.963729481240168,54818.64740620084
timsort_style_with_minrun,True,40,1.0,125,34920,34690,125,0.025,40.0,0.0,0.008,1.0,6.965784284662096,34828.92142331048,5000,random,4,2085,0.417,2.3980815347721824,0.28230550827073847,0.0014,2.9189999999999996,10.975188287566768,54875.94143783384
powersort_style_with_minrun,True,40,1.0,125,34880,34631,125,0.025,40.0,0.0,0.008,1.0,6.965784284662096,34828.92142331048,5000,random,4,2085,0.417,2.3980815347721824,0.28230550827073847,0.0014,2.9189999999999996,10.975188287566768,54875.94143783384
timsort_style_without_minrun,True,0,0.0,0,57942,54436,2085,0.417,2.3980815347721824,0.28230550827073847,0.0014,2.9189999999999996,10.975188287566768,54875.94143783384,5000,random,4,2085,0.417,2.3980815347721824,0.28230550827073847,0.0014,2.9189999999999996,10.975188287566768,54875.94143783384
powersort_style_without_minrun,True,0,0.0,0,55222,51951,2085,0.417,2.3980815347721824,0.28230550827073847,0.0014,2.9189999999999996,10.975188287566768,54875.94143783384,5000,random,4,2085,0.417,2.3980815347721824,0.28230550827073847,0.0014,2.9189999999999996,10.975188287566768,54875.94143783384
timsort_style_with_minrun,True,40,0.67,84,34960,32743,105,0.021,47.61904761904762,0.5305695053430795,0.0446,4.683,6.582284850878564,32911.42425439282,5000,nearly_sorted,0,194,0.0388,25.77319587628866,1.128099782820651,0.0446,8.6524,6.940550249278539,34702.7512463927
powersort_style_with_minrun,True,40,0.67,84,33231,31089,105,0.021,47.61904761904762,0.5305695053430795,0.0446,4.683,6.582284850878564,32911.42425439282,5000,nearly_sorted,0,194,0.0388,25.77319587628866,1.128099782820651,0.0446,8.6524,6.940550249278539,34702.7512463927
timsort_style_without_minrun,True,0,0.0,0,36982,33871,194,0.0388,25.77319587628866,1.128099782820651,0.0446,8.6524,6.940550249278539,34702.7512463927,5000,nearly_sorted,0,194,0.0388,25.77319587628866,1.128099782820651,0.0446,8.6524,6.940550249278539,34702.7512463927
powersort_style_without_minrun,True,0,0.0,0,35847,32762,194,0.0388,25.77319587628866,1.128099782820651,0.0446,8.6524,6.940550249278539,34702.7512463927,5000,nearly_sorted,0,194,0.0388,25.77319587628866,1.128099782820651,0.0446,8.6524,6.940550249278539,34702.7512463927
timsort_style_with_minrun,True,40,0.6526,82,35940,33511,113,0.0226,44.24778761061947,0.2420413187866898,0.0194,2.1922,6.784402734719665,33922.013673598325,5000,nearly_sorted,1,197,0.0394,25.380710659898476,0.939104552219826,0.0228,4.4916,7.060139842217963,35300.69921108981
powersort_style_with_minrun,True,40,0.6526,82,34066,31011,113,0.0226,44.24778761061947,0.2420413187866898,0.0194,2.1922,6.784402734719665,33922.013673598325,5000,nearly_sorted,1,197,0.0394,25.380710659898476,0.939104552219826,0.0228,4.4916,7.060139842217963,35300.69921108981
timsort_style_without_minrun,True,0,0.0,0,37496,34868,197,0.0394,25.380710659898476,0.939104552219826,0.0228,4.4916,7.060139842217963,35300.69921108981,5000,nearly_sorted,1,197,0.0394,25.380710659898476,0.939104552219826,0.0228,4.4916,7.060139842217963,35300.69921108981
powersort_style_without_minrun,True,0,0.0,0,36491,32985,197,0.0394,25.380710659898476,0.939104552219826,0.0228,4.4916,7.060139842217963,35300.69921108981,5000,nearly_sorted,1,197,0.0394,25.380710659898476,0.939104552219826,0.0228,4.4916,7.060139842217963,35300.69921108981
timsort_style_with_minrun,True,40,0.7104,89,34557,32026,111,0.0222,45.04504504504504,0.3147377320881626,0.0266,2.9526000000000003,6.738996157881591,33694.98078940796,5000,nearly_sorted,2,195,0.039,25.641025641025642,0.9573191735257368,0.0282,5.499,7.049713251990586,35248.56625995293
powersort_style_with_minrun,True,40,0.7104,89,34056,31414,111,0.0222,45.04504504504504,0.3147377320881626,0.0266,2.9526000000000003,6.738996157881591,33694.98078940796,5000,nearly_sorted,2,195,0.039,25.641025641025642,0.9573191735257368,0.0282,5.499,7.049713251990586,35248.56625995293
timsort_style_without_minrun,True,0,0.0,0,41963,38869,195,0.039,25.641025641025642,0.9573191735257368,0.0282,5.499,7.049713251990586,35248.56625995293,5000,nearly_sorted,2,195,0.039,25.641025641025642,0.9573191735257368,0.0282,5.499,7.049713251990586,35248.56625995293
powersort_style_without_minrun,True,0,0.0,0,36575,33332,195,0.039,25.641025641025642,0.9573191735257368,0.0282,5.499,7.049713251990586,35248.56625995293,5000,nearly_sorted,2,195,0.039,25.641025641025642,0.9573191735257368,0.0282,5.499,7.049713251990586,35248.56625995293
timsort_style_with_minrun,True,40,0.695,87,35915,33590,111,0.0222,45.04504504504504,0.2929046261157376,0.0246,2.7306,6.744959274001904,33724.79637000952,5000,nearly_sorted,3,194,0.0388,25.77319587628866,0.9771497326408066,0.0302,5.8588,7.009785380769212,35048.926903846055
powersort_style_with_minrun,True,40,0.695,87,34005,31245,111,0.0222,45.04504504504504,0.2929046261157376,0.0246,2.7306,6.744959274001904,33724.79637000952,5000,nearly_sorted,3,194,0.0388,25.77319587628866,0.9771497326408066,0.0302,5.8588,7.009785380769212,35048.926903846055
timsort_style_without_minrun,True,0,0.0,0,40163,37061,194,0.0388,25.77319587628866,0.9771497326408066,0.0302,5.8588,7.009785380769212,35048.926903846055,5000,nearly_sorted,3,194,0.0388,25.77319587628866,0.9771497326408066,0.0302,5.8588,7.009785380769212,35048.926903846055
powersort_style_without_minrun,True,0,0.0,0,36582,32700,194,0.0388,25.77319587628866,0.9771497326408066,0.0302,5.8588,7.009785380769212,35048.926903846055,5000,nearly_sorted,3,194,0.0388,25.77319587628866,0.9771497326408066,0.0302,5.8588,7.009785380769212,35048.926903846055
timsort_style_with_minrun,True,40,0.7052,89,38052,36787,113,0.0226,44.24778761061947,0.36209380000215413,0.0332,3.7516,6.75152522680194,33757.6261340097,5000,nearly_sorted,4,193,0.0386,25.906735751295336,0.9546780818684379,0.0366,7.0638000000000005,7.052267662716605,35261.33831358302
powersort_style_with_minrun,True,40,0.7052,89,34072,32367,113,0.0226,44.24778761061947,0.36209380000215413,0.0332,3.7516,6.75152522680194,33757.6261340097,5000,nearly_sorted,4,193,0.0386,25.906735751295336,0.9546780818684379,0.0366,7.0638000000000005,7.052267662716605,35261.33831358302
timsort_style_without_minrun,True,0,0.0,0,37572,35484,193,0.0386,25.906735751295336,0.9546780818684379,0.0366,7.0638000000000005,7.052267662716605,35261.33831358302,5000,nearly_sorted,4,193,0.0386,25.906735751295336,0.9546780818684379,0.0366,7.0638000000000005,7.052267662716605,35261.33831358302
powersort_style_without_minrun,True,0,0.0,0,36648,34155,193,0.0386,25.906735751295336,0.9546780818684379,0.0366,7.0638000000000005,7.052267662716605,35261.33831358302,5000,nearly_sorted,4,193,0.0386,25.906735751295336,0.9546780818684379,0.0366,7.0638000000000005,7.052267662716605,35261.33831358302
timsort_style_with_minrun,True,40,0.0,0,15000,7500,8,0.0016,625.0,0.0,0.125,1.0,3.0,15000.0,5000,balanced_runs,0,8,0.0016,625.0,0.0,0.125,1.0,3.0,15000.0
powersort_style_with_minrun,True,40,0.0,0,15000,7500,8,0.0016,625.0,0.0,0.125,1.0,3.0,15000.0,5000,balanced_runs,0,8,0.0016,625.0,0.0,0.125,1.0,3.0,15000.0
timsort_style_without_minrun,True,0,0.0,0,15000,7500,8,0.0016,625.0,0.0,0.125,1.0,3.0,15000.0,5000,balanced_runs,0,8,0.0016,625.0,0.0,0.125,1.0,3.0,15000.0
powersort_style_without_minrun,True,0,0.0,0,15000,7500,8,0.0016,625.0,0.0,0.125,1.0,3.0,15000.0,5000,balanced_runs,0,8,0.0016,625.0,0.0,0.125,1.0,3.0,15000.0
timsort_style_with_minrun,True,40,0.0,0,15000,7500,8,0.0016,625.0,0.0,0.125,1.0,3.0,15000.0,5000,balanced_runs,1,8,0.0016,625.0,0.0,0.125,1.0,3.0,15000.0
powersort_style_with_minrun,True,40,0.0,0,15000,7500,8,0.0016,625.0,0.0,0.125,1.0,3.0,15000.0,5000,balanced_runs,1,8,0.0016,625.0,0.0,0.125,1.0,3.0,15000.0
timsort_style_without_minrun,True,0,0.0,0,15000,7500,8,0.0016,625.0,0.0,0.125,1.0,3.0,15000.0,5000,balanced_runs,1,8,0.0016,625.0,0.0,0.125,1.0,3.0,15000.0
powersort_style_without_minrun,True,0,0.0,0,15000,7500,8,0.0016,625.0,0.0,0.125,1.0,3.0,15000.0,5000,balanced_runs,1,8,0.0016,625.0,0.0,0.125,1.0,3.0,15000.0
timsort_style_with_minrun,True,40,0.0,0,15000,7500,8,0.0016,625.0,0.0,0.125,1.0,3.0,15000.0,5000,balanced_runs,2,8,0.0016,625.0,0.0,0.125,1.0,3.0,15000.0
powersort_style_with_minrun,True,40,0.0,0,15000,7500,8,0.0016,625.0,0.0,0.125,1.0,3.0,15000.0,5000,balanced_runs,2,8,0.0016,625.0,0.0,0.125,1.0,3.0,15000.0
